IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
23575,33408,8,6,Top Management,Consultant,FMCG,N,Sr.Manager,Doctorate,Mathematics,Delhi,2006.0,Mathematics,Delhi,2008.0,Mathematics,Bangalore,2012.0,Kanpur,Guwahati,1411251,N,B,2,6,0,0,1905188
23579,52557,1,0,HR,Associate,FMCG,G,Web Designer,Doctorate,Mathematics,Delhi,2013.0,Mathematics,Delhi,2015.0,Mathematics,Guwahati,2019.0,Mangalore,Nagpur,469030,Y,D,2,5,0,0,604110
23581,40013,16,7,Others,Bio statistician,Automobile,E,Data Analyst,Grad,Others,Pune,1996.0,Mathematics,Pune,1998.0,Engineering,Bangalore,2004.0,Guwahati,Chennai,2449695,N,B,2,8,3,0,3062118
23584,28171,10,10,Analytics/BI,Head,Training,E,Data Analyst,Grad,Zoology,Nagpur,2003.0,Zoology,Nagpur,2005.0,Zoology,Mumbai,2010.0,Surat,Bhubaneswar,1998023,N,C,3,4,1,1,2297726
23586,47876,5,1,Marketing,Consultant,IT,K,Consultant,Grad,Zoology,Bangalore,2007.0,Zoology,Bangalore,2009.0,Zoology,Pune,2015.0,Chennai,Surat,555108,N,B,6,7,0,0,693885
23589,29075,13,4,Top Management,Project Manager,Automobile,H,Network Engineer,Doctorate,Engineering,Pune,1998.0,Engineering,Pune,2000.0,Engineering,Pune,2007.0,Jaipur,Jaipur,1848223,Y,D,2,7,0,0,2380511
23592,53774,2,0,Engineering,Project Manager,FMCG,A,Director,PG,Others,Ahmedabad,2011.0,Psychology,Ahmedabad,2013.0,Zoology,Jaipur,2018.0,Kolkata,Pune,585038,N,D,1,3,1,0,699705
23593,51723,23,7,Engineering,Project Manager,IT,O,Product Manager,PG,Mathematics,Surat,1990.0,Mathematics,Surat,1992.0,Mathematics,Kolkata,1997.0,Chennai,Bhubaneswar,3038313,Y,B,6,3,0,0,4010573
23596,54220,21,11,Education,Business Analyst,Insurance,B,Data Analyst,PG,Chemistry,Guwahati,1990.0,Chemistry,Guwahati,1992.0,Chemistry,Jaipur,1999.0,Lucknow,Bangalore,1745014,N,C,6,6,0,0,2087036
23599,15174,9,2,Top Management,Sales Execituve,Others,N,Consultant,PG,Economics,Jaipur,2004.0,Economics,Jaipur,2006.0,Others,Pune,2011.0,Jaipur,Lucknow,1127935,Y,Key_Performer,5,3,0,0,1488874
23601,40821,21,9,Others,Senior Researcher,FMCG,J,Product Manager,Doctorate,Botony,Jaipur,1993.0,Botony,Jaipur,1995.0,Botony,Jaipur,1999.0,Pune,Lucknow,3743087,N,D,3,7,0,0,4648914
23602,36528,13,13,Others,Analyst,Automobile,M,Product Manager,Grad,Engineering,Delhi,2000.0,Engineering,Delhi,2002.0,Engineering,Jaipur,2007.0,Delhi,Ahmedabad,1911756,Y,C,4,5,0,0,2251283
23605,35662,17,17,Accounts,Bio statistician,FMCG,K,CA,Doctorate,Statistics,Bhubaneswar,1995.0,Statistics,Bhubaneswar,1997.0,Statistics,Kolkata,2003.0,Bangalore,Bhubaneswar,3838109,N,B,2,8,0,0,5181447
23608,13335,11,3,Top Management,Others,BFSI,C,Manager,Grad,Botony,Ahmedabad,2001.0,Botony,Ahmedabad,2003.0,Botony,Surat,2009.0,Guwahati,Mangalore,2054374,Y,Key_Performer,4,3,0,0,2629598
23609,57214,18,5,Top Management,Others,Others,N,HR,Grad,Economics,Mumbai,1996.0,Economics,Mumbai,1998.0,Economics,Mangalore,2002.0,Kanpur,Nagpur,2466511,Y,Key_Performer,5,6,0,0,3157134
23610,30543,25,13,Banking,Head,Aviation,G,Product Manager,Grad,Economics,Lucknow,1988.0,Economics,Lucknow,1990.0,Economics,Guwahati,1995.0,Pune,Ahmedabad,2573764,Y,Key_Performer,4,6,0,0,3294417
23612,40905,23,9,Engineering,CEO,IT,J,Others,Doctorate,Economics,Nagpur,1990.0,Economics,Nagpur,1992.0,Economics,Pune,1997.0,Surat,Lucknow,2332253,Y,A,6,6,0,0,3265154
23616,38303,6,5,Others,Scientist,Training,P,Sr.Manager,PG,Mathematics,Surat,2008.0,Mathematics,Surat,2010.0,Mathematics,Guwahati,2014.0,Delhi,Nagpur,1116112,N,B,6,6,0,0,1450945
23623,12362,22,11,Healthcare,Research Scientist,IT,K,Marketing Manager,Doctorate,Arts,Bangalore,1992.0,Arts,Bangalore,1994.0,Arts,Guwahati,1998.0,Delhi,Ahmedabad,3804296,Y,Key_Performer,6,7,0,0,5326014
23624,14770,20,18,Education,Business Analyst,IT,P,Marketing Manager,Grad,Others,Pune,1993.0,Arts,Pune,1995.0,Arts,Nagpur,2000.0,Surat,Pune,1523297,N,A,6,3,0,0,1904121
23628,41345,7,2,Engineering,Principal Analyst,Analytics,L,Web Designer,Doctorate,Statistics,Bangalore,2007.0,Others,Bangalore,2009.0,Arts,Surat,2013.0,Nagpur,Mumbai,2134853,N,B,6,6,0,1,2882051
23631,39669,2,0,Analytics/BI,Team Lead,IT,N,Web Designer,PG,Others,Ahmedabad,2009.0,Mathematics,Ahmedabad,2011.0,Others,Lucknow,2018.0,Ahmedabad,Bangalore,550932,Y,B,1,8,1,0,743758
23635,43023,18,15,Healthcare,Bio statistician,Analytics,K,Consultant,Grad,Zoology,Surat,1994.0,Zoology,Surat,1996.0,Others,Bhubaneswar,2002.0,Mangalore,Delhi,2535281,N,C,4,8,0,0,2915573
23637,58361,22,11,Accounts,Scientist,Retail,H,Marketing Manager,Grad,Chemistry,Surat,1990.0,Chemistry,Surat,1992.0,Chemistry,Lucknow,1998.0,Guwahati,Lucknow,1517042,Y,C,3,4,0,1,1786468
23639,39616,24,10,Marketing,Sales Execituve,Training,C,Assistant Manager,Grad,Mathematics,Mumbai,1987.0,Mathematics,Mumbai,1989.0,Mathematics,Pune,1996.0,Mangalore,Nagpur,2477414,N,A,5,3,0,0,3096767
23642,17164,3,0,Healthcare,Team Lead,Retail,H,Others,Grad,Statistics,Mangalore,2011.0,Statistics,Mangalore,2013.0,Statistics,Jaipur,2017.0,Kanpur,Mangalore,551934,N,B,3,4,0,0,689917
23646,57109,8,3,Marketing,Principal Analyst,Telecom,O,Sr.Manager,Doctorate,Engineering,Mangalore,2006.0,Engineering,Mangalore,2008.0,Others,Jaipur,2012.0,Kolkata,Pune,1721123,Y,D,1,8,0,0,2216806
23648,13488,10,4,Accounts,CEO,Telecom,G,Network Engineer,Grad,Mathematics,Pune,2002.0,Mathematics,Pune,2004.0,Mathematics,Nagpur,2010.0,Bhubaneswar,Mumbai,2047941,N,B,4,8,2,1,2559926
23652,28182,25,17,Sales,Team Lead,Retail,H,Assistant Manager,PG,Mathematics,Lucknow,1988.0,Mathematics,Lucknow,1990.0,Mathematics,Delhi,1995.0,Ahmedabad,Ahmedabad,3317637,Y,D,5,7,1,0,4028938
23653,37935,22,22,Accounts,Others,BFSI,A,Network Engineer,PG,Statistics,Bangalore,1990.0,Statistics,Bangalore,1992.0,Statistics,Ahmedabad,1998.0,Bhubaneswar,Bangalore,1498089,N,D,3,5,0,0,1791714
23655,39128,3,1,Analytics/BI,Team Lead,FMCG,B,Consultant,Doctorate,Sociology,Jaipur,2008.0,Sociology,Jaipur,2010.0,Sociology,Nagpur,2017.0,Kanpur,Jaipur,947494,N,C,2,6,0,0,1176787
23664,52639,9,3,Accounts,Sales Manager,Analytics,D,Manager,Grad,Others,Delhi,2005.0,Chemistry,Delhi,2007.0,Mathematics,Guwahati,2011.0,Jaipur,Mumbai,1349830,N,B,2,6,0,0,1687287
23665,43876,3,0,Engineering,Financial Analyst,FMCG,B,CA,Doctorate,Statistics,Surat,2009.0,Statistics,Surat,2011.0,Others,Guwahati,2017.0,Chennai,Pune,928032,N,B,2,4,0,0,1252843
23666,25078,23,5,Engineering,Consultant,Automobile,I,HR,Grad,Statistics,Bangalore,1990.0,Statistics,Bangalore,1992.0,Statistics,Kolkata,1997.0,Guwahati,Jaipur,2586433,Y,Key_Performer,4,6,0,0,3310634
23671,55041,10,7,Banking,Project Manager,FMCG,L,CA,PG,Economics,Jaipur,2002.0,Economics,Jaipur,2004.0,Economics,Kolkata,2010.0,Nagpur,Bhubaneswar,2260770,Y,Key_Performer,3,7,0,0,2984216
23672,10697,18,12,Marketing,Bio statistician,FMCG,O,Manager,Grad,Botony,Ahmedabad,1995.0,Botony,Ahmedabad,1997.0,Botony,Ahmedabad,2002.0,Surat,Lucknow,2450529,Y,Key_Performer,5,7,0,0,3136677
23673,57033,15,3,Banking,Scientist,Insurance,A,Data Analyst,Grad,Economics,Nagpur,1998.0,Economics,Nagpur,2000.0,Economics,Bhubaneswar,2005.0,Nagpur,Mumbai,1641064,N,D,3,3,2,0,1887223
23686,16023,15,11,Analytics/BI,Scientist,IT,G,Data Analyst,Grad,Statistics,Delhi,1998.0,Others,Delhi,2000.0,Economics,Lucknow,2005.0,Mumbai,Surat,1519272,Y,D,5,3,4,1,1789094
23688,49111,6,1,Healthcare,Financial Analyst,Aviation,F,Product Manager,Doctorate,Chemistry,Kolkata,2007.0,Chemistry,Kolkata,2009.0,Chemistry,Guwahati,2014.0,Kanpur,Chennai,1548391,N,B,2,6,0,0,2090327
23691,34846,12,10,IT-Software,Consultant,Aviation,H,Web Designer,Doctorate,Chemistry,Guwahati,1999.0,Chemistry,Guwahati,2001.0,Chemistry,Kolkata,2008.0,Pune,Pune,1664411,N,B,4,7,0,0,2246954
23692,31576,16,1,Healthcare,Head,FMCG,O,Software Developer,Grad,Chemistry,Jaipur,1997.0,Chemistry,Jaipur,1999.0,Others,Guwahati,2004.0,Bangalore,Jaipur,2532323,N,D,4,3,2,1,2912171
23694,51842,14,13,Top Management,CEO,Insurance,K,HR,Grad,Botony,Lucknow,1997.0,Botony,Lucknow,1999.0,Botony,Guwahati,2006.0,Mumbai,Chennai,1903685,N,B,3,5,0,0,2379606
23699,45444,9,3,IT-Software,Others,Others,I,Software Developer,Grad,Economics,Kolkata,2002.0,Economics,Kolkata,2004.0,Others,Lucknow,2011.0,Surat,Kanpur,1497732,N,D,4,6,4,0,1722391
23702,34859,1,0,IT-Software,Project Manager,Telecom,J,Research Analyst,Doctorate,Chemistry,Surat,2013.0,Chemistry,Surat,2015.0,Chemistry,Bangalore,2019.0,Nagpur,Mumbai,772356,Y,B,2,7,0,0,1004062
23705,13383,17,7,Banking,Others,Telecom,F,Software Developer,PG,Engineering,Mangalore,1995.0,Engineering,Mangalore,1997.0,Engineering,Surat,2003.0,Kolkata,Surat,3398855,Y,Key_Performer,5,3,1,0,4486488
23706,57201,2,0,Healthcare,Analyst,FMCG,N,Others,Grad,Arts,Lucknow,2012.0,Others,Lucknow,2014.0,Chemistry,Surat,2018.0,Surat,Bangalore,495600,N,D,3,7,0,0,569940
23709,34061,23,22,Healthcare,Sales Manager,Retail,D,CA,Doctorate,Engineering,Mangalore,1991.0,Engineering,Mangalore,1993.0,Engineering,Mangalore,1997.0,Mumbai,Guwahati,3908488,N,C,4,7,0,0,4854342
23710,28783,8,3,Engineering,Project Manager,Retail,L,Consultant,Doctorate,Botony,Kolkata,2004.0,Botony,Kolkata,2006.0,Botony,Kolkata,2012.0,Pune,Jaipur,1921924,N,C,1,6,0,0,2387029
23712,31031,23,6,Sales,Sales Execituve,BFSI,H,Sr.Manager,Doctorate,Chemistry,Bangalore,1991.0,Chemistry,Bangalore,1993.0,Chemistry,Kolkata,1997.0,Mumbai,Pune,2850112,N,A,6,7,0,0,3847651
23713,26294,8,4,Banking,Others,IT,D,Software Developer,PG,Chemistry,Bangalore,2004.0,Chemistry,Bangalore,2006.0,Chemistry,Mangalore,2012.0,Ahmedabad,Ahmedabad,1040920,Y,A,5,7,2,0,1428974
23714,48960,20,19,HR,CEO,Others,G,Consultant,Doctorate,Arts,Kolkata,1993.0,Arts,Kolkata,1995.0,Arts,Kolkata,2000.0,Lucknow,Jaipur,3070454,N,D,6,6,0,0,3813503
23715,43565,16,8,Top Management,Senior Analyst,Insurance,A,Research Analyst,PG,Engineering,Jaipur,1996.0,Engineering,Jaipur,1998.0,Engineering,Mangalore,2004.0,Chennai,Jaipur,2536084,Y,D,5,7,0,0,3079820
23721,36182,9,5,Analytics/BI,Team Lead,Others,F,Manager,Doctorate,Arts,Ahmedabad,2004.0,Arts,Ahmedabad,2006.0,Others,Surat,2011.0,Pune,Chennai,2116992,Y,Key_Performer,3,7,0,0,2963788
23727,21636,10,3,Accounts,Head,Analytics,C,Data Analyst,Doctorate,Chemistry,Bhubaneswar,2002.0,Chemistry,Bhubaneswar,2004.0,Chemistry,Mumbai,2010.0,Jaipur,Chennai,1800732,N,D,1,7,0,0,2236509
23729,29023,22,1,IT-Software,Scientist,Automobile,C,Director,PG,Chemistry,Delhi,1991.0,Chemistry,Delhi,1993.0,Chemistry,Nagpur,1998.0,Ahmedabad,Nagpur,2574464,Y,C,6,4,0,1,3126429
23730,36742,22,16,IT-Software,Analyst,Aviation,E,Web Designer,Doctorate,Mathematics,Pune,1991.0,Mathematics,Pune,1993.0,Others,Guwahati,1998.0,Surat,Nagpur,3242809,Y,Key_Performer,3,3,0,0,4539932
23735,51581,24,19,Banking,Sales Execituve,Retail,J,Network Engineer,Grad,Others,Nagpur,1988.0,Psychology,Nagpur,1990.0,Chemistry,Surat,1996.0,Jaipur,Ahmedabad,2554771,N,A,2,4,1,0,3193463
23742,46300,9,0,Others,Team Lead,Retail,E,Director,Grad,Economics,Surat,2003.0,Economics,Surat,2005.0,Economics,Bangalore,2011.0,Lucknow,Kolkata,1315094,Y,B,5,8,0,0,1683320
23745,12152,20,19,Banking,Project Manager,Training,P,Assistant Manager,Grad,Engineering,Kolkata,1993.0,Engineering,Kolkata,1995.0,Engineering,Ahmedabad,2000.0,Guwahati,Guwahati,2546330,N,C,6,8,3,0,2928279
23747,20231,23,22,Education,Head,Training,D,Research Scientist,Grad,Zoology,Mumbai,1988.0,Zoology,Mumbai,1990.0,Zoology,Surat,1997.0,Kanpur,Jaipur,2491626,N,A,4,7,0,1,3114532
23750,34927,23,8,Banking,Sales Manager,Automobile,P,Sr.Manager,Doctorate,Engineering,Ahmedabad,1988.0,Engineering,Ahmedabad,1990.0,Engineering,Nagpur,1997.0,Pune,Jaipur,2735481,N,A,4,7,0,0,3692899
23751,31749,2,0,Education,Financial Analyst,Retail,G,Assistant Manager,PG,Economics,Bangalore,2011.0,Economics,Bangalore,2013.0,Economics,Pune,2018.0,Jaipur,Mangalore,465144,Y,B,3,7,0,0,627944
23752,13729,14,8,Others,Sales Execituve,BFSI,D,Research Analyst,PG,Statistics,Ahmedabad,1999.0,Others,Ahmedabad,2001.0,Zoology,Mangalore,2006.0,Guwahati,Nagpur,1665818,N,B,5,8,1,0,2165563
23756,24464,24,0,Sales,Scientist,IT,G,Network Engineer,PG,Others,Guwahati,1988.0,Others,Guwahati,1990.0,Mathematics,Lucknow,1996.0,Kanpur,Kanpur,2771156,Y,A,2,5,0,1,3657925
23762,23759,7,0,Banking,Team Lead,Automobile,N,Director,Grad,Economics,Jaipur,2005.0,Economics,Jaipur,2007.0,Economics,Delhi,2013.0,Bangalore,Bhubaneswar,1136852,Y,C,3,6,0,0,1338756
23763,30798,15,1,Banking,Sales Execituve,BFSI,C,Marketing Manager,PG,Chemistry,Bhubaneswar,1999.0,Chemistry,Bhubaneswar,2001.0,Others,Surat,2005.0,Guwahati,Mumbai,2453135,Y,A,6,8,0,0,3238138
23765,49423,13,1,Sales,Head,BFSI,F,Consultant,Grad,Sociology,Mangalore,2000.0,Sociology,Mangalore,2002.0,Sociology,Jaipur,2007.0,Ahmedabad,Surat,2057083,Y,Key_Performer,6,6,0,1,2633066
23766,20123,25,6,Top Management,Head,Others,F,Assistant Manager,PG,Mathematics,Guwahati,1986.0,Mathematics,Guwahati,1988.0,Mathematics,Bangalore,1995.0,Kolkata,Guwahati,3637395,Y,Key_Performer,3,5,0,0,4801361
23770,14979,24,6,Marketing,Analyst,Automobile,C,Consultant,Doctorate,Statistics,Guwahati,1988.0,Statistics,Guwahati,1990.0,Statistics,Surat,1996.0,Guwahati,Pune,2621763,Y,Key_Performer,4,5,0,0,3670468
23771,56802,24,7,Education,Sales Manager,Aviation,K,Network Engineer,Grad,Chemistry,Ahmedabad,1990.0,Chemistry,Ahmedabad,1992.0,Chemistry,Kolkata,1996.0,Nagpur,Bhubaneswar,2328999,N,C,3,7,2,0,2678348
23780,54425,22,0,Sales,Business Analyst,Telecom,D,HR,PG,Mathematics,Jaipur,1990.0,Mathematics,Jaipur,1992.0,Mathematics,Jaipur,1998.0,Kolkata,Guwahati,2427155,Y,A,6,3,0,0,3203844
23784,37534,3,3,Banking,Associate,Training,L,HR,PG,Economics,Mangalore,2009.0,Economics,Mangalore,2011.0,Economics,Guwahati,2017.0,Ahmedabad,Nagpur,513376,N,A,3,5,0,0,667388
23786,23411,16,0,Healthcare,Others,Analytics,A,Director,Doctorate,Economics,Guwahati,1998.0,Economics,Guwahati,2000.0,Economics,Lucknow,2004.0,Pune,Kanpur,3682079,Y,Key_Performer,6,8,0,0,5154910
23792,39296,22,16,Engineering,Project Manager,BFSI,E,Consultant,PG,Psychology,Mangalore,1992.0,Others,Mangalore,1994.0,Others,Mumbai,1998.0,Chennai,Delhi,2316188,N,D,4,8,0,0,2770160
23795,53790,16,15,Healthcare,Analyst,Retail,E,Data Analyst,PG,Economics,Delhi,1996.0,Economics,Delhi,1998.0,Economics,Pune,2004.0,Ahmedabad,Bhubaneswar,2751359,Y,B,3,7,2,0,3631793
23796,43507,8,0,Engineering,Principal Analyst,Insurance,B,Medical Officer,Doctorate,Chemistry,Mangalore,2003.0,Chemistry,Mangalore,2005.0,Chemistry,Pune,2012.0,Pune,Delhi,2148281,Y,Key_Performer,2,8,0,0,3127897
23797,59385,23,5,HR,Project Manager,Others,N,Sr.Manager,PG,Botony,Guwahati,1988.0,Botony,Guwahati,1990.0,Botony,Pune,1997.0,Mangalore,Mangalore,2686940,N,C,3,3,1,0,3213580
23799,24022,3,1,Sales,Consultant,BFSI,I,Manager,Doctorate,Mathematics,Surat,2010.0,Mathematics,Surat,2012.0,Mathematics,Guwahati,2017.0,Nagpur,Surat,1197529,Y,D,1,3,0,0,1542417
23803,53645,19,9,Sales,Consultant,FMCG,J,Research Analyst,Doctorate,Others,Jaipur,1992.0,Economics,Jaipur,1994.0,Others,Kolkata,2001.0,Ahmedabad,Bangalore,3755256,Y,Key_Performer,5,3,0,0,5257358
23805,47130,4,0,Sales,Scientist,FMCG,C,Manager,Doctorate,Mathematics,Mumbai,2007.0,Mathematics,Mumbai,2009.0,Mathematics,Mumbai,2016.0,Ahmedabad,Delhi,972439,Y,A,4,3,0,0,1415871
23814,37558,10,0,Engineering,Scientist,Training,I,Product Manager,Grad,Economics,Surat,2002.0,Economics,Surat,2004.0,Economics,Lucknow,2010.0,Lucknow,Guwahati,2012948,N,D,4,4,0,1,2314890
23815,23626,7,4,HR,Sales Manager,Analytics,A,Assistant Manager,Grad,Statistics,Bhubaneswar,2005.0,Statistics,Bhubaneswar,2007.0,Others,Ahmedabad,2013.0,Bangalore,Mangalore,1001002,Y,C,2,7,2,0,1178779
23817,22238,4,1,HR,Associate,Telecom,M,Product Manager,PG,Statistics,Lucknow,2007.0,Statistics,Lucknow,2009.0,Statistics,Nagpur,2016.0,Ahmedabad,Ahmedabad,1358233,Y,Key_Performer,2,7,2,0,1864582
23818,18991,9,6,Education,Scientist,Telecom,K,Director,Doctorate,Mathematics,Kolkata,2005.0,Mathematics,Kolkata,2007.0,Mathematics,Guwahati,2011.0,Chennai,Chennai,1778546,N,B,3,7,0,1,2401037
23820,53581,7,0,IT-Software,Sales Execituve,BFSI,L,Others,Doctorate,Statistics,Mangalore,2005.0,Statistics,Mangalore,2007.0,Others,Nagpur,2013.0,Bhubaneswar,Ahmedabad,1606791,Y,B,1,7,0,0,2249507
23821,43349,13,2,Others,Consultant,Retail,H,Research Analyst,Grad,Psychology,Bangalore,1998.0,Psychology,Bangalore,2000.0,Psychology,Bhubaneswar,2007.0,Bhubaneswar,Nagpur,1923849,N,B,6,8,2,0,2404811
23824,27184,6,0,Analytics/BI,Others,Insurance,H,Marketing Manager,Grad,Mathematics,Delhi,2007.0,Others,Delhi,2009.0,Statistics,Ahmedabad,2014.0,Pune,Mangalore,1048990,Y,Key_Performer,1,3,0,0,1396415
23826,36599,10,9,HR,Others,Insurance,H,Manager,Doctorate,Botony,Surat,2001.0,Botony,Surat,2003.0,Botony,Bhubaneswar,2010.0,Mangalore,Bangalore,1768410,N,A,6,8,0,0,2387353
23827,40218,4,3,HR,Scientist,FMCG,M,Sr.Manager,Doctorate,Statistics,Kolkata,2009.0,Others,Kolkata,2011.0,Others,Bhubaneswar,2016.0,Guwahati,Kanpur,1079177,N,B,2,8,0,0,1456888
23828,49300,15,12,Banking,Sales Execituve,Automobile,D,Product Manager,Grad,Engineering,Surat,1998.0,Engineering,Surat,2000.0,Engineering,Nagpur,2005.0,Mangalore,Surat,2357860,Y,Key_Performer,4,4,0,0,3018060
23830,28931,10,7,Healthcare,CEO,Aviation,B,Network Engineer,Grad,Others,Guwahati,2004.0,Chemistry,Guwahati,2006.0,Arts,Surat,2010.0,Pune,Delhi,2087738,N,B,4,3,3,1,2609672
23832,59924,18,17,Marketing,Business Analyst,IT,L,Software Developer,Grad,Others,Guwahati,1994.0,Psychology,Guwahati,1996.0,Arts,Delhi,2002.0,Nagpur,Pune,2386032,Y,B,6,3,2,0,3054120
23833,49008,23,9,IT-Software,Business Analyst,FMCG,D,Director,PG,Economics,Delhi,1989.0,Economics,Delhi,1991.0,Economics,Surat,1997.0,Guwahati,Mumbai,3303926,N,C,4,5,1,0,3951495
23835,31153,15,5,Accounts,Bio statistician,BFSI,F,Web Designer,Doctorate,Others,Ahmedabad,1998.0,Mathematics,Ahmedabad,2000.0,Psychology,Lucknow,2005.0,Surat,Lucknow,2321552,N,B,2,3,0,0,3134095
23836,27653,11,3,Education,Analyst,Training,A,Manager,PG,Statistics,Guwahati,2000.0,Statistics,Guwahati,2002.0,Statistics,Mangalore,2009.0,Chennai,Kolkata,1384902,N,C,6,8,0,0,1656342
23837,41890,4,2,Others,Project Manager,BFSI,K,Research Analyst,Grad,Mathematics,Mumbai,2009.0,Mathematics,Mumbai,2011.0,Mathematics,Guwahati,2016.0,Bangalore,Mumbai,594632,Y,C,4,8,4,0,700238
23839,11655,21,16,Analytics/BI,Project Manager,Analytics,E,Product Manager,Doctorate,Mathematics,Pune,1992.0,Mathematics,Pune,1994.0,Others,Lucknow,1999.0,Mangalore,Mangalore,3213177,Y,Key_Performer,4,4,0,0,4498447
23840,47317,12,4,Banking,Analyst,Insurance,L,Assistant Manager,Doctorate,Statistics,Kolkata,2001.0,Statistics,Kolkata,2003.0,Statistics,Bangalore,2008.0,Bhubaneswar,Nagpur,2499190,Y,B,6,8,0,0,3498866
23847,27798,4,0,Healthcare,Associate,Training,I,Product Manager,Grad,Others,Lucknow,2009.0,Mathematics,Lucknow,2011.0,Statistics,Bangalore,2016.0,Lucknow,Nagpur,609464,Y,Key_Performer,1,4,0,0,811318
23848,17735,25,20,Others,CEO,FMCG,B,Sr.Manager,Doctorate,Others,Jaipur,1986.0,Mathematics,Jaipur,1988.0,Psychology,Ahmedabad,1995.0,Delhi,Delhi,3820648,N,A,5,3,0,0,5157874
23849,44799,6,2,Top Management,Project Manager,Training,B,Data Analyst,Doctorate,Sociology,Lucknow,2005.0,Sociology,Lucknow,2007.0,Others,Kolkata,2014.0,Nagpur,Mumbai,1981401,N,A,6,5,0,0,2781887
23850,13599,17,2,HR,Bio statistician,FMCG,J,Product Manager,Doctorate,Arts,Ahmedabad,1996.0,Others,Ahmedabad,1998.0,Psychology,Surat,2003.0,Mangalore,Nagpur,2962548,N,B,6,4,0,0,3999439
23852,16742,21,19,Marketing,Analyst,Retail,J,HR,Grad,Psychology,Kolkata,1992.0,Psychology,Kolkata,1994.0,Psychology,Delhi,1999.0,Bhubaneswar,Jaipur,2559524,N,A,6,4,0,0,3199405
23853,19459,12,6,Education,Sales Execituve,BFSI,I,HR,Doctorate,Botony,Jaipur,2000.0,Botony,Jaipur,2002.0,Botony,Bangalore,2008.0,Ahmedabad,Surat,2469245,N,D,4,5,0,0,3066802
23854,17815,8,2,Others,Financial Analyst,Aviation,N,Assistant Manager,Grad,Mathematics,Surat,2004.0,Mathematics,Surat,2006.0,Mathematics,Mumbai,2012.0,Surat,Kolkata,1387893,N,A,5,4,4,0,1804260
23855,17106,11,8,IT-Software,Team Lead,Insurance,P,Network Engineer,Grad,Chemistry,Delhi,2000.0,Chemistry,Delhi,2002.0,Chemistry,Delhi,2009.0,Nagpur,Nagpur,2020639,Y,D,5,5,4,0,2379504
23856,32227,20,10,Sales,Bio statistician,Training,D,Marketing Manager,Grad,Engineering,Mumbai,1992.0,Engineering,Mumbai,1994.0,Engineering,Kolkata,2000.0,Surat,Jaipur,2502331,N,A,3,8,0,0,3127913
23857,34602,13,1,Education,Analyst,Training,A,Medical Officer,Doctorate,Chemistry,Guwahati,2001.0,Chemistry,Guwahati,2003.0,Others,Guwahati,2007.0,Bhubaneswar,Lucknow,1789067,N,D,5,5,0,0,2222021
23858,15403,12,8,Accounts,Analyst,Others,A,Sr.Manager,Grad,Economics,Jaipur,2002.0,Economics,Jaipur,2004.0,Economics,Mangalore,2008.0,Jaipur,Delhi,2022915,Y,B,3,6,0,0,2589331
23861,51892,10,6,Accounts,Business Analyst,Insurance,N,Research Analyst,Grad,Economics,Pune,2003.0,Economics,Pune,2005.0,Economics,Surat,2010.0,Guwahati,Kanpur,1873915,Y,D,4,8,4,0,2206722
23864,41860,17,14,Engineering,Scientist,Aviation,L,Software Developer,Grad,Others,Bangalore,1997.0,Psychology,Bangalore,1999.0,Botony,Surat,2003.0,Guwahati,Lucknow,2417986,Y,Key_Performer,4,8,3,1,3095022
23867,52264,1,0,Others,Associate,Retail,J,Assistant Manager,Doctorate,Others,Jaipur,2011.0,Sociology,Jaipur,2013.0,Botony,Bhubaneswar,2019.0,Kanpur,Kanpur,893878,Y,B,2,7,0,0,1162041
23871,51947,2,2,Analytics/BI,Analyst,Training,H,Data Analyst,PG,Chemistry,Mumbai,2009.0,Chemistry,Mumbai,2011.0,Chemistry,Ahmedabad,2018.0,Kanpur,Delhi,643257,N,A,1,4,0,0,836234
23874,54183,21,2,Top Management,CEO,Retail,H,Software Developer,Doctorate,Chemistry,Bhubaneswar,1990.0,Others,Bhubaneswar,1992.0,Zoology,Surat,1999.0,Pune,Bhubaneswar,3108981,N,A,3,6,0,0,4197124
23877,15590,10,8,Banking,Consultant,IT,I,Sr.Manager,PG,Others,Mangalore,2001.0,Others,Mangalore,2003.0,Others,Ahmedabad,2010.0,Chennai,Bhubaneswar,1890108,Y,D,3,8,0,0,2295347
23878,17870,12,1,Education,Senior Researcher,Insurance,B,Sr.Manager,Doctorate,Arts,Mumbai,1999.0,Arts,Mumbai,2001.0,Arts,Nagpur,2008.0,Bhubaneswar,Lucknow,2219159,N,B,5,6,0,0,2995864
23880,45393,13,4,HR,Financial Analyst,Insurance,G,Network Engineer,PG,Mathematics,Lucknow,1999.0,Mathematics,Lucknow,2001.0,Mathematics,Bangalore,2007.0,Mumbai,Mumbai,1496375,Y,B,5,3,3,0,1975215
